timestamp,workload_size_gb,ceph_osd_recovery_bytes,ceph_osd_recovery_ops,ceph_pg_backfilling,ceph_pg_recovering,ceph_pg_forced_recovery,ceph_osd_flag_nobackfill,ceph_pg_recovery_wait,ceph_pg_recovery_unfound,ceph_mds_cache_recovery_started,ceph_mds_cache_recovery_completed,ceph_num_objects_degraded,ceph_pg_degraded,recovery_time_sec,replication_rate_mbps,net_tx_mbps,net_rx_mbps,disk_write_MBps,disk_reads_completed,cpu_user_delta,cpu_system_delta,cpu_iowait_delta
26:01.6,7418.971024,6.7811E+12,2402433,1,0,0,0,0,0,0,0,253,1,2773.973811,11.28950466,67.73918659,72.55662407,6.110421865,10.68166949,0.371585736,0.089771478,0.005113565
26:19.1,7419.111805,6.78111E+12,2402440,1,0,0,0,0,0,0,0,246,1,2791.456117,7.681536292,48.57573,65.54537371,5.35150458,8.694505176,0.354072283,0.101245225,0.002860035
26:36.6,7419.189098,6.78112E+12,2402448,1,0,0,0,0,0,0,0,238,1,2808.972258,4.620423642,38.66712788,70.37322935,28.09439983,8.106808457,0.506390078,0.135303775,0.012559844
26:54.1,7419.282013,6.78114E+12,2402455,1,0,0,0,0,0,0,0,231,1,2826.505367,7.685700009,38.16581303,72.34442585,5.767102365,9.353731845,0.380423118,0.097529765,0.005703495
27:11.6,7419.354595,6.78117E+12,2402463,1,0,0,0,0,0,0,0,224,1,2843.983539,11.51897761,68.71935486,73.63112161,28.13486981,12.01498646,0.383907425,0.106418452,0.011442844
27:29.1,7419.503193,6.78117E+12,2402470,1,0,0,0,0,0,0,0,216,1,2861.512783,3.433284402,36.74313576,46.45505031,3.807699508,10.04036455,0.345137531,0.098121744,0.005134277
27:46.7,7419.631454,6.78119E+12,2402485,1,0,0,0,0,0,0,0,201,1,2879.052479,6.325033227,89.06433544,84.90363163,7.281251482,12.31492268,0.531366108,0.135692204,0.006271488
28:04.2,7419.769669,6.78119E+12,2402492,1,0,0,0,0,0,0,0,194,1,2896.564464,1.936475391,35.74596529,53.41068166,4.427882711,9.936052366,0.368319183,0.095934299,0.0045683
28:21.6,7419.84211,6.7812E+12,2402500,1,0,0,0,0,0,0,0,186,1,2914.019431,5.767692829,58.23342914,92.40946213,7.424574514,7.791478494,0.341450087,0.08708123,0.003437417
28:39.1,7419.413132,6.78122E+12,2402507,1,0,0,0,0,0,0,0,179,1,2931.497658,5.795970037,49.93765924,53.7950418,4.573994405,7.895537688,0.489180052,0.124154469,0.005721404
28:56.6,7419.496651,6.78123E+12,2402515,1,0,0,0,0,0,0,0,171,1,2949.012033,7.681911573,46.4116357,65.29633173,26.65076455,9.477928844,0.362559326,0.111908075,0.009706313
29:14.2,7419.591064,6.78125E+12,2402522,1,0,0,0,0,0,0,0,164,1,2966.536513,7.659469268,34.9666268,51.28982315,4.905693439,10.44253524,0.361209006,0.09986031,0.005135673
29:31.6,7419.838257,6.78128E+12,2402537,1,0,0,0,0,0,0,0,149,1,2984.015702,11.53593339,73.66423785,71.59621513,27.12919284,9.611429912,0.370726582,0.097830626,0.008581634
29:49.1,7419.962383,6.7813E+12,2402544,1,0,0,0,0,0,0,0,142,1,3001.440979,11.55390023,45.9335913,76.35793497,6.176148233,9.124675608,0.498700824,0.12223622,0.005164911
30:06.6,7420.029835,6.78132E+12,2402552,1,0,0,0,0,0,0,0,134,1,3018.974807,7.086811163,44.41191096,48.48977508,4.474497989,11.00729401,0.369000996,0.102658701,0.005703261
30:24.1,7420.114716,6.78133E+12,2402559,1,0,0,0,0,0,0,0,127,1,3036.449604,7.687196595,49.55165179,79.22190478,6.42163665,12.1889828,0.352507671,0.089843676,0.004005769
30:41.6,7420.212902,6.78135E+12,2402567,1,0,0,0,0,0,0,0,119,1,3053.974345,5.779937746,51.23627037,51.26835849,4.732483457,10.38531753,0.342373106,0.081598923,0.004564975
30:59.0,7420.288979,6.78136E+12,2402574,1,0,0,0,0,0,0,0,112,1,3071.38448,7.300685032,46.98430012,49.92279773,25.93260962,15.16358144,0.774261658,0.238941283,0.009764427
31:16.5,7420.404911,6.7814E+12,2402589,1,0,0,0,0,0,0,0,97,1,3088.8713,15.35557957,50.22730674,53.88816583,4.717112928,12.23778823,0.377998973,0.090353764,0.005718593
31:34.0,7420.391151,6.7814E+12,2402597,1,0,0,0,0,0,0,0,89,1,3106.404327,1.915688831,50.57096142,51.05392971,4.816858011,12.54774774,0.358181163,0.095248812,0.005703522
31:51.7,7420.468922,6.78141E+12,2402604,1,0,0,0,0,0,0,0,82,1,3124.042854,3.834910251,41.44418681,44.57248386,3.719330737,11.96245015,0.342432222,0.088442759,0.003401645
32:09.1,7420.500965,6.78142E+12,2402611,1,0,0,0,0,0,0,0,75,1,3141.471911,7.605859112,37.38412927,45.15544542,25.46360601,10.49970747,0.534165446,0.146307399,0.009753827
32:26.6,7420.569366,6.78144E+12,2402619,1,0,0,0,0,0,0,0,67,1,3158.948525,7.680465335,32.54616346,39.47133421,3.452381422,12.58825079,0.33072768,0.084112403,0.003433159
32:44.1,7419.97842,6.78146E+12,2402626,1,0,0,0,0,0,0,0,60,1,3176.470455,7.670556383,41.88835317,51.45233522,4.716968429,11.87083843,0.368110134,0.099874843,0.005707134
33:01.7,7419.915459,6.78149E+12,2402641,1,0,0,0,0,0,0,0,45,1,3194.088462,13.36878479,68.43356845,83.21550105,4.323080499,12.37370379,0.515949392,0.128845448,0.003973208
33:19.2,7419.937515,6.7815E+12,2402649,1,0,0,0,0,0,0,0,38,1,3211.592481,5.751744214,45.59814932,52.47164505,4.656073557,10.79752027,0.350205287,0.098263147,0.006855568
33:36.7,7419.890343,6.78151E+12,2402656,1,0,0,0,0,0,0,0,30,1,3229.121605,3.85126878,106.9973943,130.6911857,5.801617104,11.86596661,0.403899248,0.110102479,0.005704792
33:54.3,7419.94294,6.78152E+12,2402663,1,0,0,0,0,0,0,0,23,1,3246.65718,3.129147918,35.75424199,41.93672075,3.812784867,10.83511661,0.345012924,0.099226857,0.005132424
34:11.7,7419.969845,6.78153E+12,2402671,1,0,0,0,0,0,0,0,15,1,3264.055574,7.7225583,35.96530622,45.09368301,4.244060903,10.11587621,0.586261008,0.134495172,0.005172891
34:29.1,7420.03344,6.78154E+12,2402678,1,0,0,0,0,0,0,0,8,1,3281.45924,3.869740548,48.527664,55.81656738,26.74566705,376.5298645,0.350500866,0.102277302,0.01091724
34:46.5,7420.115604,6.78155E+12,2402685,0,0,0,0,0,0,0,0,0,0,3298.91136,5.731978923,37.86611919,64.51976814,5.468477379,6410.625185,0.590759174,0.20226769,0.014324907
35:04.0,7420.203682,6.78155E+12,2402685,0,0,0,0,0,0,0,0,0,0,3316.33306,0,34.47551961,53.02804893,4.760978317,10.67634043,0.36735795,0.109633388,0.004017978
35:21.5,7420.34333,6.78155E+12,2402685,0,0,0,0,0,0,0,0,0,0,3333.882078,0,41.7481165,63.40327419,27.08440367,14.58771083,0.498033565,0.140178784,0.011966482
35:39.0,7421.36832,6.78306E+12,2403551,10,0,0,0,0,0,0,0,0,0,3351.397588,689.2236401,2824.370825,86.38248912,7.318179181,2842.052558,0.48185865,0.194684597,0.010276606
35:56.5,7424.998177,6.7869E+12,2405675,10,0,0,0,0,0,0,0,0,0,3368.83311,1761.558944,2889.517523,81.32048814,6.43979859,2851.018742,0.476613204,0.187548156,0.006308959
36:13.9,7428.098026,6.7905E+12,2407803,10,0,0,0,0,0,0,0,0,0,3386.299825,1648.172478,2899.320536,75.91583741,6.300823452,2797.893021,0.630914285,0.229007,0.008587762
36:31.5,7435.086803,6.79828E+12,2412123,11,0,0,0,0,0,0,0,0,0,3403.831561,3552.222304,3311.236454,64.22136222,5.389333663,3204.702603,0.545296826,0.198497171,0.008555913
36:48.8,7438.997528,6.80222E+12,2414435,11,0,0,0,0,0,0,0,0,0,3421.206794,1811.961788,3298.18142,88.70283811,29.56446415,3163.698582,0.534093557,0.23942125,0.014963828
37:06.2,7442.886536,6.80639E+12,2416755,11,0,0,0,0,0,0,0,0,0,3438.600035,1916.039285,3612.09858,74.33195826,6.129468805,3443.464044,0.525491483,0.220775415,0.00862404
37:23.7,7438.26363,6.80953E+12,2418601,6,0,0,0,0,0,0,0,0,0,3456.128206,1432.927172,2488.356107,58.99861383,26.45005539,2395.515197,0.656086707,0.22021693,0.013121734
37:41.2,7427.057781,6.81091E+12,2419439,3,0,0,0,0,0,0,0,0,0,3473.537472,634.8072949,1098.353108,96.83810909,8.518048305,923.8758257,0.423912186,0.146473723,0.005744068
37:58.8,7422.10006,6.81136E+12,2419702,1,0,0,0,0,0,0,0,0,0,3491.180258,203.9896393,586.851215,55.4489605,4.742443845,586.5853613,0.388827479,0.131498506,0.003400823
38:16.3,7422.47551,6.81172E+12,2419893,1,0,0,0,0,0,0,0,0,0,3508.642927,164.6164966,557.867515,82.65771011,7.052320796,533.9389987,0.400282454,0.124265082,0.005726501
38:33.8,7423.279037,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3526.156043,272.1648196,365.9916419,63.75522117,5.903276471,289.9541121,0.807394869,0.251811271,0.007423008
38:51.3,7420.904552,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3543.679261,0,55.02671576,74.16506397,6.482693775,12.21236876,0.372077777,0.10329153,0.005706714
39:08.8,7421.020752,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3561.175048,0,63.59247835,67.595191,27.61166963,12.51729916,0.388664997,0.121172028,0.01200289
39:26.3,7421.034641,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3578.649475,0,62.17624555,63.52140897,27.3928197,10.98748474,0.380556112,0.113308436,0.012589826
39:43.8,7421.099289,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3596.167371,0,74.87899049,90.00815714,7.775642156,9.590192795,0.548011017,0.140998668,0.007991827
40:01.3,7421.199451,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3613.720994,0,38.52328969,56.17267182,4.935880082,1820.421915,0.540059451,0.127039301,0.006266513
40:18.9,7421.380592,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3631.321436,0,72.66694143,82.20847136,6.658768321,1635.299841,0.537486502,0.135223877,0.00454534
40:36.5,7421.513775,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3648.879384,0,126.4743976,135.3454101,7.60072447,13.09948065,0.523979226,0.134981605,0.006834512
40:54.0,7421.592449,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3666.34906,0,37.09395366,48.30275318,4.172464421,11.21944105,0.398977062,0.109332308,0.006296625
41:11.6,7421.616459,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3684.0045,0,42.08482462,48.31649123,4.501644571,10.08187845,0.382884822,0.102517977,0.003964784
41:29.1,7421.749084,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3701.526361,0,54.33731223,50.51549673,26.32520607,12.38452925,0.380667328,0.113001695,0.010843597
41:46.6,7421.691948,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3718.947921,0,38.33080941,47.67791128,4.666788415,9.528423402,0.669859645,0.207214509,0.003444008
42:04.1,7421.778893,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3736.476457,0,47.30651733,58.15176076,5.118996568,11.40996601,0.510595979,0.148329558,0.005704983
42:21.6,7421.866741,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3753.964463,0,36.74457385,48.08054663,4.342931879,9.606584078,0.335658622,0.081198508,0.004002743
42:39.0,7421.876358,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3771.392279,0,34.18342126,49.9741356,4.6149061,12.27922076,0.36378626,0.099840393,0.006311749
42:56.5,7421.501556,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3788.83247,0,31.33300226,44.41982178,3.809895918,11.35308667,0.483939654,0.131305901,0.003440329
43:13.9,7421.506981,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3806.266839,0,36.50535285,51.90385634,6.177632526,12.73346916,0.422728233,0.107832982,0.008030116
43:31.3,7421.508785,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3823.71647,0,32.50559373,43.44522128,3.643634534,10.8884824,0.351869905,0.092838639,0.005157702
43:48.8,7421.615067,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3841.143907,0,46.71029205,59.59235245,49.61627865,12.73853407,0.394205987,0.133123419,0.016640427
44:06.2,7421.684978,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3858.60184,0,33.41121403,47.40359812,4.341966361,9.394010161,0.538437168,0.130026848,0.005155249
44:23.7,7421.702545,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3876.056458,0,44.43331891,56.48629515,5.063689485,9.052045711,0.347186057,0.085937143,0.006874971
44:41.2,7421.770153,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3893.611834,0,38.14511748,57.53998183,5.316102137,10.02541899,0.366839195,0.107659329,0.006265887
44:58.7,7421.556549,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3911.077915,0,33.03219308,46.32841403,3.838690259,10.07667375,0.470053929,0.125385884,0.004007768
45:16.2,7421.556034,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3928.539207,0,36.44996899,69.88860023,6.319782207,9.506742113,0.459301637,0.120266015,0.005154258
45:33.6,7421.687149,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3945.974037,0,46.56930432,62.650845,6.666791417,9.980022748,0.375684764,0.087755372,0.00630921
45:51.1,7421.371765,6.81231E+12,2420251,0,0,0,0,0,0,0,0,0,0,3963.432201,0,36.25251636,70.49475672,27.58195383,10.88316045,0.373464243,0.117996371,0.010310363
25:51.4,4265.234692,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,,,,,,,
26:06.9,4265.279243,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,231.9730664,240.0048631,18.5207768,100.2095003,0.429929006,0.202092377,0.021882614
26:22.4,4265.386341,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,165.9965652,189.3461401,16.30982042,94.58671469,0.367908815,0.180410627,0.025128623
26:37.9,4265.805752,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,163.6977349,179.8933763,16.39807752,89.24515877,0.318548471,0.157984566,0.021924389
26:53.5,4266.212452,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,217.4566186,235.4440324,19.75815087,91.6546566,0.400264007,0.182406947,0.022559163
27:09.0,4266.442226,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,272.3884121,305.7980851,23.73242111,96.5874643,0.511952247,0.234698511,0.03159403
27:24.5,4266.897366,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,172.6776698,176.7105111,16.57706532,110.3739958,0.365980325,0.192655136,0.023195936
27:40.0,4267.356659,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,175.2407608,187.8949016,16.73514091,92.90344077,0.361040436,0.174717782,0.019341452
27:55.5,4266.842678,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,242.7486675,270.6567708,22.64387564,92.61361888,0.388899806,0.186388133,0.033536965
28:11.0,4266.956078,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,236.5018148,268.8441133,74.20867018,96.2876906,0.512374257,0.290023164,0.039958747
28:26.5,4266.127087,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,141.032196,158.616593,14.81677737,82.9753625,0.351743384,0.166852631,0.024480309
28:42.1,4266.386555,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,0,0,171.0184229,187.8652965,16.87738916,91.19497382,0.391203881,0.163055324,0.021268086
28:57.6,4266.398663,1.2592E+12,321152,0,0,0,0,0,0,207,207,39788,25,0,0,242.2090709,267.5601,22.56748281,97.11386743,0.426243469,0.201192076,0.027083549
29:13.1,4266.637058,1.2592E+12,321152,0,0,0,0,0,0,207,207,50788,32,15.521552,0,272.3111988,295.8230223,24.505367,93.4184932,0.52765342,0.259638985,0.030924743
29:28.6,4267.325726,1.2592E+12,321152,0,0,0,0,0,0,207,207,50788,32,31.064458,0,225.269691,244.9794956,20.76811601,93.93352826,0.450366231,0.207168466,0.025091833
29:44.1,4267.192028,1.2592E+12,321152,0,0,0,0,0,0,207,207,50788,32,46.576773,0,256.4165645,279.2170886,24.64586705,2261.557994,0.550530337,0.264950783,0.047059385
29:59.7,4266.83345,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,62.101054,0,196.8847438,228.647431,18.84434596,5479.351991,0.485046618,0.269899778,0.050243873
30:15.2,4267.107292,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,77.625546,0,326.0591947,327.2639249,23.61792257,103.7070971,0.503720186,0.246062802,0.025765738
30:30.7,4267.378036,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,93.129571,0,148.3935497,158.3521982,14.81785073,89.13814316,0.366356478,0.18833819,0.019349814
30:46.2,4267.411625,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,108.654129,0,196.8661132,210.9634956,36.61851939,94.81751429,0.390993418,0.209989875,0.032851177
31:01.7,4266.884193,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,124.165555,0,204.5208001,229.4706857,19.69566257,87.54836596,0.393258492,0.19598456,0.02449807
31:17.2,4266.971981,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,139.674496,0,178.257294,200.3688989,17.40175635,94.78403458,0.454576492,0.226965851,0.023857206
31:32.8,4267.307514,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,155.1904,0,166.499288,184.3887433,17.71732995,83.01159894,0.356408495,0.180459998,0.0212685
31:48.3,4267.412678,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,170.70156,0,209.1044378,225.9262647,19.76651408,96.05986915,0.401646299,0.179870493,0.025787884
32:03.8,4267.510139,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,186.189552,0,176.9081022,198.0988182,17.06614469,83.54859687,0.360279112,0.18207654,0.019369845
32:19.3,4267.222294,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,201.713548,0,209.7803797,229.3702642,19.72626563,102.808581,0.474104734,0.231254891,0.025766562
32:34.8,4267.711262,1.2592E+12,321152,0,0,0,0,0,0,207,207,0,0,217.24003,0,196.5747316,214.3727755,19.18584467,75.35512552,0.387080602,0.186777662,0.026406497
32:50.3,4267.847248,1.2592E+12,321152,0,0,0,0,0,0,207,207,225048,126,232.777551,0,215.0843337,236.0643987,20.01719439,83.79715142,0.390023608,0.178921721,0.025100529
33:05.9,4267.91552,1.2592E+12,321152,0,0,0,0,0,0,207,207,490805,303,248.287022,0,232.7543489,271.234523,23.90021475,88.9778897,0.341081911,0.183758685,0.028369762
33:21.4,4268.531937,1.2592E+12,321152,0,0,0,0,0,0,207,207,490802,303,263.809551,0,157.9828483,177.9096141,34.97895955,88.00112404,0.439361395,0.237718995,0.027057447
33:36.9,4268.52,1.2592E+12,321152,0,0,0,0,0,0,207,207,490801,303,279.333545,0,232.499843,239.5351268,38.25561146,90.56947587,0.356222761,0.177145134,0.02963155
33:52.4,4268.134098,1.2592E+12,321152,0,0,0,0,0,0,207,207,490802,303,294.853551,0,222.021308,241.6435184,20.49792569,85.82470909,0.389819437,0.184922609,0.027061845
34:07.9,4268.229073,1.2592E+12,321152,0,0,0,0,0,0,207,207,490804,303,310.36319,0,203.3597667,213.5464667,18.80565662,85.04388787,0.361710547,0.165703405,0.023211372
34:23.4,4268.413239,1.2592E+12,321152,0,0,0,0,0,0,207,207,490804,303,325.857094,0,159.4941133,163.78257,15.60933961,102.8791711,0.597654407,0.311090091,0.021298699
34:38.9,4268.610939,1.2592E+12,321152,0,0,0,0,0,0,207,207,490804,303,341.377535,0,155.0464975,163.5681311,14.89007857,89.36601737,0.352438439,0.18234018,0.022550906
34:54.4,4268.695911,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,356.877572,0,192.0004145,207.7435949,17.96240672,82.32238413,0.392902288,0.194193085,0.023225751
35:10.0,4268.921059,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,372.393559,0,205.4804114,216.1296083,18.23679757,79.14417562,0.385408933,0.181748025,0.023201876
35:25.5,4268.69474,1.2592E+12,321152,0,0,0,0,0,0,207,207,490804,303,387.91756,0,173.2563862,214.0280491,18.6486688,88.70135991,0.509533593,0.240917274,0.02512239
35:41.0,4268.484879,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,403.433548,0,164.2108287,181.7576611,16.0376409,72.05470899,0.372518978,0.177236538,0.019334895
35:56.5,4268.067421,1.2592E+12,321152,0,0,0,0,0,0,207,207,490802,303,418.951132,0,173.7870163,193.2580175,16.8062869,77.20273981,0.346703456,0.159174263,0.019977337
36:12.0,4268.168938,1.2592E+12,321152,0,0,0,0,0,0,207,207,490804,303,434.481541,0,162.7958373,173.6606329,35.05219985,92.85009815,0.397285094,0.207335171,0.032194902
36:27.6,4268.373985,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,449.994215,0,161.828181,170.0556801,32.5867618,96.05049394,0.433194174,0.231423673,0.028363904
36:43.1,4268.331161,1.2592E+12,321152,0,0,0,0,0,0,207,207,490801,303,465.533552,0,182.5805428,221.6687319,19.64608332,90.48005073,0.367454545,0.176970227,0.024454068
36:58.6,4268.524555,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,481.048492,0,176.2022164,197.560251,16.98174167,84.56365284,0.360942421,0.17402581,0.022558901
37:14.1,4268.729847,1.2592E+12,321152,0,0,0,0,0,0,207,207,490801,303,496.569545,0,148.3118781,165.8631146,15.32054659,93.29263936,0.34276025,0.166870122,0.020617158
37:29.7,4268.886089,1.2592E+12,321152,0,0,0,0,0,0,207,207,490800,303,512.096775,0,139.7468185,160.2540919,14.47746455,84.36791366,0.472717928,0.226698516,0.022541046
37:45.2,4268.539566,1.2592E+12,321152,0,0,0,0,0,0,207,207,490802,303,527.625547,0,155.8265511,177.0201708,15.50184454,85.26108826,0.329066587,0.152619924,0.018031046
38:00.7,4268.751568,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,543.140605,0,177.6284258,212.2868501,19.17668266,81.08251996,0.378986659,0.171446346,0.025781405
38:16.2,4268.83102,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,558.65406,0,152.299515,184.2989255,16.15319069,92.04912768,0.372579802,0.17081946,0.023205662
38:31.7,4268.819942,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,574.175706,0,131.1879567,154.9970218,31.31450971,88.13498259,0.412327404,0.223558764,0.02448194
38:47.3,4268.974419,1.2592E+12,321152,0,0,0,0,0,0,207,207,490804,303,589.697546,0,460.6252996,429.1049329,33.82570039,115.9656329,0.360781969,0.215180674,0.025770141
39:02.8,4269.094818,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,605.195436,0,196.471101,229.6524686,19.36314496,81.30139006,0.372953996,0.165183777,0.023874218
39:18.3,4269.218678,1.2592E+12,321152,0,0,0,0,0,0,207,207,490803,303,620.729005,0,186.3390102,196.9761015,17.90049626,96.82256537,0.387547768,0.182829844,0.023819381
39:33.8,4269.343632,1.2592E+12,321152,0,0,0,0,0,0,207,207,490802,303,636.246311,0,189.3312151,184.8175435,18.70315996,119.8017233,0.529086686,0.251332287,0.029644321
39:49.3,4268.970997,1.2592E+12,321152,0,0,0,0,0,0,207,207,490807,303,651.782162,0,164.2621454,178.4359307,15.10204023,76.72576159,0.372686376,0.175722592,0.019310175
40:04.9,4264.007473,5.21758E+11,133584,21,11,0,0,0,0,207,207,231918,110,667.289573,0,220.4289405,228.4080663,20.49442229,78.54309143,0.508788991,0.219894862,0.030308089
40:20.4,4262.034756,5.36744E+11,138855,40,0,0,0,0,0,207,207,135400,40,682.817553,7720.733861,201.9974812,207.8069482,13.6845336,66.46067293,0.340675349,0.150695712,0.016743968
40:35.9,4261.674351,5.50928E+11,143671,38,0,0,0,0,0,207,207,85194,38,698.353542,7303.879742,131.9381789,134.6851154,12.84643232,72.21941262,0.319902389,0.151261693,0.014804336
40:51.4,4261.343292,5.61247E+11,147155,26,0,0,0,0,0,207,207,47170,26,713.84955,5327.671005,214.6063657,225.0945776,37.14382793,79.37528169,0.459473175,0.22909126,0.029039737
41:06.9,4261.413052,5.69516E+11,149962,13,0,0,0,0,0,207,207,17394,13,729.377549,4259.857156,199.6429248,223.1216991,35.87037307,84.10613628,0.403142736,0.203503362,0.025115921
41:22.4,4261.406445,5.71465E+11,150629,7,0,0,0,0,0,207,207,10515,7,744.881571,1005.547551,164.5408073,191.8371478,17.03439033,94.42711059,0.394091288,0.176728335,0.021929793
41:38.0,4261.244576,5.72583E+11,151007,7,0,0,0,0,0,207,207,6820,7,760.421548,575.728708,136.3898533,142.1994486,13.3894835,85.1996113,0.34684736,0.158944894,0.019305048
41:53.5,4261.394173,5.73405E+11,151280,4,0,0,0,0,0,207,207,4361,4,775.925541,424.3271926,235.0379467,262.3444059,20.07597736,86.55834661,0.483746348,0.245743145,0.02515481
42:09.0,4261.580338,5.73973E+11,151467,4,0,0,0,0,0,207,207,2513,4,791.449545,292.5921596,218.3531027,230.5431387,19.93007289,86.18910431,0.351713385,0.18229833,0.02254573
42:24.5,4261.746105,5.74506E+11,151652,4,0,0,0,0,0,207,207,784,4,806.981475,274.2655142,224.4244536,253.0992591,18.86977242,96.12456404,0.380506479,0.175123117,0.02446573
42:40.1,4261.75507,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,822.521563,120.235106,234.0805674,267.5213829,25.07765621,90.28262903,0.447230415,0.210423519,0.031531353
42:55.6,4261.461765,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,838.045544,0,260.5755825,305.3694642,27.15443428,85.93156614,0.562355751,0.274414147,0.032208233
43:11.1,4261.451889,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,853.565553,0,226.8083798,241.2876183,39.00207145,85.11593002,0.371778135,0.180412267,0.029639158
43:26.7,4262.198814,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,869.08956,0,167.4862667,180.3389901,32.91965289,89.66757101,0.358154953,0.170059186,0.027699034
43:42.2,4262.433159,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,884.641552,0,285.8478441,313.7798173,27.3396197,87.57720554,0.428240961,0.201260392,0.030864213
43:57.7,4262.09856,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,900.157543,0,278.8472244,309.8670129,26.18719697,96.22330923,0.494328722,0.244908624,0.032224819
44:13.2,4262.092861,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,915.681559,0,222.2824424,238.8013308,19.50065728,91.34234337,0.394872049,0.181654026,0.023834039
44:28.8,4262.532337,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,931.207566,0,209.9722243,221.0565248,19.40330565,96.93413123,0.388380605,0.189359698,0.025763224
44:44.3,4262.65612,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,946.737566,0,175.6010097,180.2822491,34.13541834,93.36767547,0.388280747,0.208628461,0.027688345
44:59.8,4261.96928,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,962.277561,0,189.3449603,192.6438514,16.87593549,92.21367188,0.633848338,0.322393926,0.02252253
45:15.4,4262.057899,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,977.789573,0,160.046477,165.2071342,15.14249892,92.9602169,0.376482432,0.177926629,0.022563159
45:30.9,4262.243622,5.74739E+11,151730,0,0,0,0,0,0,207,207,0,0,993.311816,0,148.7395114,159.5749542,14.50023504,95.6047396,0.362061076,0.17265546,0.01997134
